"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000120063",0.207432316255987,8.28345892346958,2.52611683768438,0.0139824317054377,0.11285375989811,-3.42426136658046
"ENSG00000177733",-0.247058659796355,6.47522932489744,-2.46205231986658,0.0164797117630293,0.123037778088806,-3.42624434399333
"ENSG00000141279",0.27376055711023,6.62100173451796,2.45666238100403,0.0167070904083319,0.123727498145223,-3.42745311845513
"ENSG00000163565",0.283864159541861,7.95507644875722,2.52069827204078,0.0141795940896155,0.11393868525107,-3.42746124120526
"ENSG00000143799",-0.338571028271969,7.57954927017838,-2.51163793289976,0.0145148806532557,0.115440977808667,-3.43087612682845
"ENSG00000105738",-0.364149661591702,6.56515386820068,-2.46953764574322,0.0161685507746444,0.121666111353954,-3.43131028920651
"ENSG00000233822",0.404090665265831,6.39547960224821,2.43677604051023,0.017570588156306,0.126619794015284,-3.44293461785838
"ENSG00000175216",0.311942836781077,7.17225593082297,2.47977588887016,0.0157515085207335,0.120695103264355,-3.44327918130619
"ENSG00000126107",-0.383607968032287,5.04136584941642,-2.36931840320942,0.0208055960793136,0.137894023649757,-3.44380618269269
"ENSG00000162819",0.274653039223588,7.65396984657519,2.49633248161983,0.0150975504508325,0.117687887359529,-3.44668317059252
"ENSG00000156508",-0.278658696455913,11.4959571781853,-2.50328917219443,0.0148301488512045,0.116755275926824,-3.45370379324646
"ENSG00000127951",0.407771942032687,6.72475354757961,2.45960728166378,0.0165825106639832,0.123417374449973,-3.45637604448423
"ENSG00000159461",0.486533403930064,6.47240172076321,2.42969751103568,0.0178874791638261,0.127562190638304,-3.45717914302898
"ENSG00000103811",-0.370756547078231,5.14480984469914,-2.36584168816702,0.0209858835294094,0.138567887688727,-3.45850688910311
"ENSG00000171843",0.447075795923433,6.14880005558585,2.41249986319029,0.0186788240777969,0.13052985284769,-3.45889614000781
"ENSG00000164902",-0.325357621062636,5.23238719399423,-2.37110796153556,0.020713336853753,0.137472338110142,-3.46156199691074
"ENSG00000076685",0.287430031414107,7.06838074682089,2.46503104839296,0.0163552485521756,0.12273194781302,-3.46499705358419
"ENSG00000014641",-0.421281644397284,5.08068003793173,-2.35976053573066,0.0213045769403096,0.13920896155017,-3.46654786925843
"ENSG00000198517",-0.37357841548067,5.14627791767015,-2.36093492506199,0.0212426970587057,0.139098814394025,-3.46962097139065
"ENSG00000106144",0.370672496751957,5.94334819727625,2.39903208519383,0.0193202671529211,0.132730187487524,-3.47038616639241
"ENSG00000146731",-0.273814405010077,6.72857290813472,-2.45613480613571,0.0167294972935115,0.123727498145223,-3.47098555841086
"ENSG00000140443",0.480793104200548,5.54287536327325,2.36539767925008,0.0210090079351851,0.138567887688727,-3.47317266951639
"ENSG00000119541",-0.263465560474424,6.27750267484214,-2.42534790496686,0.0180847339654868,0.127955364472691,-3.47740506225321
"ENSG00000145725",-0.275148461868434,6.28743940795509,-2.4259743290841,0.0180562059838863,0.127919649155023,-3.47833715727464
"ENSG00000153560",0.234354857736968,6.6884640914589,2.44157641527653,0.0173585599751567,0.125788884332764,-3.48064510789725
"ENSG00000141664",0.312506065115391,6.8473418857233,2.44472097620053,0.0172209149143679,0.125304468852008,-3.48098315091359
"ENSG00000198911",0.423283474156887,5.97944919509077,2.39064169269732,0.0197297738855575,0.133947352243913,-3.48257455553582
"ENSG00000013364",0.317258534381506,7.16657776028152,2.46799653735858,0.0162321785616045,0.121976425936029,-3.48567386430348
"ENSG00000100644",0.258130625658316,7.38059291973235,2.47120213900539,0.0161000808064732,0.12152380742927,-3.48720034674212
"ENSG00000167792",-0.365847415036182,5.25355921556477,-2.36170642297221,0.0212021332005425,0.139098814394025,-3.4872778647603
"ENSG00000102781",0.458587939156964,5.54263244865421,2.35865824957016,0.0213628037102554,0.139227865415154,-3.48809610712501
"ENSG00000131013",-0.277345994033891,5.83246233142521,-2.39264848893927,0.0196311294956044,0.133678427433224,-3.49028271002044
"ENSG00000169241",0.544994448704161,4.95055271581411,2.32316475717341,0.0233150932965652,0.144564910571698,-3.49050136700916
"ENSG00000066455",0.299279285101475,5.60092874774504,2.37238181987406,0.0206478866324193,0.137472338110142,-3.49418821409832
"ENSG00000076067",-0.400207710446828,5.8856245345421,-2.39660637234197,0.0194378700039551,0.133037080127572,-3.49492530437717
"ENSG00000278677",0.4926456660108,5.27323653930732,2.34139033086846,0.0222936475680805,0.141381066663213,-3.4962260004738
"ENSG00000061987",-0.29832717229463,5.1107494413745,-2.34047804635797,0.0223438139495276,0.141381066663213,-3.4972177190483
"ENSG00000087206",0.392753597572358,8.25753305405965,2.48952062663222,0.0153635869361276,0.118724569685139,-3.50198349205082
"ENSG00000164244",-0.324723198890526,5.07487844830002,-2.34141241937392,0.0222924341681235,0.141381066663213,-3.50276625992044
"ENSG00000173915",0.324472229407105,5.69595383242651,2.37586311348905,0.0204699595397045,0.137002874167457,-3.5028745360377
"ENSG00000211751",-0.472766256549503,5.1121183339936,-2.35105424027414,0.0217683524923377,0.140156454912664,-3.50412255727209
"ENSG00000104814",-0.473410701030732,5.38613674890542,-2.36558080994657,0.0209994675635083,0.138567887688727,-3.50484262374156
"ENSG00000135686",-0.420777995134457,5.25021950631797,-2.35205004419365,0.0217148555053815,0.140156454912664,-3.50801863542546
"ENSG00000100207",-0.258778656877242,6.96633558249369,-2.44724124947959,0.0171113044490098,0.125003115921978,-3.50886843005543
"ENSG00000147677",-0.246445242740956,8.4820647035754,-2.49627384819106,0.0150998225521863,0.117687887359529,-3.50984679665909
"ENSG00000120742",0.222037037036492,7.81336227680266,2.47586008552169,0.0159098571055951,0.120730525442476,-3.51131881201823
"ENSG00000087470",0.358154768944508,6.76017133466018,2.42210900004367,0.0182328821819277,0.128502900552577,-3.51523210031671
"ENSG00000051382",0.398574244173109,7.0564029852367,2.43561015517904,0.0176224335760424,0.126789050479731,-3.51586389659461
"ENSG00000196235",-0.229311457023004,7.94314185281306,-2.48030684234518,0.0157301471929837,0.120695103264355,-3.51863118702226
"ENSG00000270647",-0.24758085069465,8.52555469691325,-2.49209685310113,0.0152624800910688,0.118616250408192,-3.52072208713899
"ENSG00000013561",-0.354418400530091,6.23233743158908,-2.40135156230297,0.0192084102128122,0.132730187487524,-3.52102436261915
"ENSG00000164506",0.311607831604442,6.31185207495886,2.39443750816434,0.0195435618070509,0.1334252189534,-3.52305320500761
"ENSG00000166454",-0.331181600572723,5.74660667963389,-2.3739172832372,0.02056924053096,0.137161838938397,-3.5266758536545
"ENSG00000069956",0.317849283043807,5.54366801919229,2.34686517943015,0.0219946863365352,0.14113904730441,-3.53113704157633
"ENSG00000103043",-0.331491694777173,5.48195729262696,-2.35091543854416,0.0217758185673303,0.140156454912664,-3.53130564180653
"ENSG00000254612",0.490698608082393,5.61611205273059,2.34091140760677,0.0223199709744127,0.141381066663213,-3.53817303931345
"ENSG00000070770",-0.241465279929529,6.35482327767583,-2.39939359122408,0.0193027952763461,0.132730187487524,-3.54572412074574
"ENSG00000186111",0.33699252280281,6.57994264781148,2.39781743497716,0.0193790757894159,0.132801515598412,-3.5501307708722
"ENSG00000158869",0.486848963903681,8.48926047084018,2.47108167641644,0.0161050273428659,0.12152380742927,-3.55259285770122
"ENSG00000054965",-0.258188697746133,5.80313191345459,-2.36129705981102,0.0212236481134319,0.139098814394025,-3.55262670486079
"ENSG00000102898",0.435093881777148,7.03720083856636,2.41744358571783,0.0184481902266245,0.129184756239911,-3.55347052556611
"ENSG00000102893",0.413381900922792,7.97969910504959,2.45703800050108,0.0166911537267235,0.123727498145223,-3.55512225961177
"ENSG00000133275",-0.267833868943435,6.52244448591194,-2.40220039417907,0.0191676202136767,0.132730187487524,-3.56013945127441
"ENSG00000275023",-0.323581313027598,7.8779162023318,-2.46026001887702,0.0165550108275051,0.123381257165866,-3.5653322573262
"ENSG00000154822",-0.31437855017003,6.65252778692492,-2.40863778633635,0.0188607892146271,0.131063239338378,-3.56907029889723
"ENSG00000134851",0.477838077523904,6.81932734690049,2.39853521990835,0.0193443041235488,0.132730187487524,-3.5696844100601
"ENSG00000133193",-0.361375758485554,6.85874350697885,-2.41221773499036,0.0186920633972674,0.13052985284769,-3.57078337516921
"ENSG00000204160",0.426767837269278,5.64763121546778,2.33903759696831,0.0224232285147158,0.141390913134458,-3.57237485804254
"ENSG00000122008",0.276098308948899,5.78816127217445,2.34374855825667,0.0221644330318974,0.141381066663213,-3.57266777613766
"ENSG00000106948",-0.237084146877001,9.07873747878033,-2.47368051137623,0.0159986145720164,0.121056183594924,-3.5734915969799
"ENSG00000169045",-0.264514674753721,7.82263905089346,-2.45174587969442,0.0169169503632392,0.124392993438856,-3.57520350778661
"ENSG00000083844",-0.384290432704107,5.20383752355955,-2.31641618705394,0.0237037338548884,0.146083644843249,-3.57892196994417
"ENSG00000006831",0.355592808355079,5.9328963002505,2.34142140887141,0.0222919403599612,0.141381066663213,-3.58134816729035
"ENSG00000122033",-0.321021392337184,5.52179889733003,-2.33023401960052,0.0229140641278907,0.143505885245573,-3.58202045414021
"ENSG00000118689",-0.57625527125067,8.23867976087793,-2.45544414185676,0.0167588716277785,0.123727498145223,-3.58872221610026
"ENSG00000160908",-0.311262338321336,6.08787205327403,-2.35964595405463,0.0213106229685832,0.13920896155017,-3.58969759787125
"ENSG00000164074",0.364120220327234,5.33572460117237,2.301464602313,0.0245853214676204,0.149207922152658,-3.59099495447325
"ENSG00000114904",0.451658004398804,6.25535449501381,2.35862374992581,0.0213646283933679,0.139227865415154,-3.59281102011313
"ENSG00000131979",0.46808692831962,5.39573039217825,2.31352420216804,0.0238720319742591,0.146954610390693,-3.59317423927061
"ENSG00000165813",-0.267284464282326,6.08363136463033,-2.36135241807965,0.0212207375098563,0.139098814394025,-3.59364748713094
"ENSG00000139083",0.236832375148221,6.85075595896286,2.39571786773965,0.0194811061449089,0.133165704237721,-3.59449970796259
"ENSG00000099995",-0.180925079064272,8.40165853926688,-2.4542270055534,0.016810749886637,0.123930940977535,-3.59673129733177
"ENSG00000071073",-0.414271614318441,4.84816618993147,-2.28436114355348,0.0256293272638943,0.153269566337756,-3.59836001117307
"ENSG00000198876",-0.618671788933979,8.62261007875732,-2.45603202786721,0.016733865579038,0.123727498145223,-3.60196530235001
"ENSG00000138376",0.477462587743085,6.20084162428705,2.34892687221789,0.0218830331536365,0.140588165826665,-3.60229675772047
"ENSG00000165424",-0.588105486886994,5.06784445881439,-2.290173029836,0.0252702454178542,0.151454672207337,-3.60365883375312
"ENSG00000173281",0.389396374289261,5.655645703351,2.32079084905985,0.0234511532441647,0.145019163307843,-3.60514552746567
"ENSG00000105705",-0.304355637393952,5.25671050983051,-2.3019165438273,0.0245582534069755,0.149207922152658,-3.60569760273913
"ENSG00000167996",0.40204362587134,13.8965916906898,2.39933341584949,0.019305702620042,0.132730187487524,-3.60921897732325
"ENSG00000174231",-0.25672986015072,8.26709724493557,-2.44711455384059,0.0171167996471724,0.125003115921978,-3.60993866160082
"ENSG00000142168",-0.267886323991943,6.66487000431369,-2.38511679094682,0.020003643179863,0.135094628654754,-3.61271485484741
"ENSG00000115165",-0.260694308881358,7.79329983049317,-2.43520190234849,0.0176406204595514,0.126789050479731,-3.6128494577588
"ENSG00000165757",-0.517168678523998,8.18602299143974,-2.44369232115333,0.0172658334574082,0.125419014234613,-3.61320954841409
"ENSG00000081377",0.601876215976693,7.07145221907985,2.39037382780484,0.0197429742753051,0.133947352243913,-3.61367846129709
"ENSG00000121879",-0.265096972615905,6.17313465905177,-2.35526972073846,0.0215426870649631,0.13986594940424,-3.61646388452224
"ENSG00000137106",-0.32033731330811,5.47168580900631,-2.30291466756423,0.0244985665274584,0.149207922152658,-3.61860243132852
"ENSG00000101191",-0.280552592058236,6.1377657603329,-2.3506498715153,0.0217901096385878,0.140156454912664,-3.61934937322318
"ENSG00000089127",0.461440562874079,6.41149820288177,2.36587096608782,0.0209843595053388,0.138567887688727,-3.62099128195089
"ENSG00000115053",-0.225364912374483,9.65471452092697,-2.45169601110597,0.0169190910679501,0.124392993438856,-3.62156003008795
"ENSG00000073792",0.445199355884465,7.28646136724228,2.40000477168516,0.0192732885650876,0.132730187487524,-3.62224774012892
"ENSG00000185885",0.487868917174623,5.84100953989373,2.3210533907017,0.0234360711355201,0.145019163307843,-3.62235742060937
"ENSG00000111276",-0.286253328479371,6.32555148088144,-2.36154017197052,0.0212108685145578,0.139098814394025,-3.62543473677441
"ENSG00000132622",-0.600247861953569,4.85236849399511,-2.26923330025759,0.0265852445736069,0.15557079746188,-3.62561201051701
"ENSG00000062650",-0.195441133641821,7.71120762830905,-2.42451666734459,0.0181226517115848,0.12805733660793,-3.62587622736792
"ENSG00000124203",-0.568777394397715,4.82111460127041,-2.27224822370253,0.0263922570231728,0.155107892408032,-3.62722129399903
"ENSG00000273802",0.498825040022161,6.01074056294228,2.32299805432389,0.0233246248884953,0.144564910571698,-3.62889073176667
"ENSG00000124098",-0.59874406331515,7.36701066878684,-2.41178994796895,0.0187121540150598,0.13052985284769,-3.63014579093238
"ENSG00000101457",0.373130769930484,5.05690413668801,2.26942715630958,0.0265727982839005,0.15557079746188,-3.63023174651582
"ENSG00000176871",0.263942257817765,6.11176153653982,2.33440827271286,0.0226801541170055,0.142605169477127,-3.63179626757022
"ENSG00000117505",0.243227096506666,7.03211895058577,2.38765371390841,0.0198774691407539,0.1346921043269,-3.63186204515502
"ENSG00000101439",0.510982170373111,7.8928807527499,2.41875808437576,0.0183872971302281,0.129095867516436,-3.63343235581264
"ENSG00000172725",0.354357565641264,6.14458333885867,2.33796884156205,0.0224823130664246,0.141599585648417,-3.63618581049089
"ENSG00000133030",-0.291944766215785,7.47587109296136,-2.40936434593332,0.0188264360612262,0.130991601100333,-3.63910065629326
"ENSG00000117020",-0.356753540911676,8.11983974971385,-2.4263830512094,0.0180376141152185,0.127919649155023,-3.64123473978666
"ENSG00000134108",0.320054068237482,7.08073460805183,2.3822222695236,0.0201484755921592,0.135684666286877,-3.64250077970501
"ENSG00000204592",0.508639340699057,10.9622685243795,2.43136880321613,0.0178122003420949,0.127350219768678,-3.64486995239334
"ENSG00000163683",-0.3565566538937,6.15897072990313,-2.34592353013433,0.022045850843966,0.141300935762267,-3.64612164153118
"ENSG00000188827",0.447392037048291,5.14743939205324,2.26320503627462,0.0269748617212245,0.156672757630311,-3.64704754906402
"ENSG00000163681",0.33103016575838,7.39807753253673,2.39267573596796,0.0196297932015851,0.133678427433224,-3.64943802586724
"ENSG00000100490",0.459561137582854,5.01095323308974,2.25010616840383,0.0278388927780709,0.159313327578708,-3.65055786658782
"ENSG00000084731",0.648963649180662,5.50349772590397,2.27331304352394,0.0263243936328355,0.155043563796419,-3.65210282937657
"ENSG00000116514",0.272266645260994,6.39629342010571,2.34479405071937,0.0221073608134608,0.141306051526493,-3.65353234778276
"ENSG00000133858",-0.288097931300282,6.44451670436606,-2.35090857873715,0.0217761876120073,0.140156454912664,-3.65391196609567
"ENSG00000111605",-0.245019467008358,6.21413777299096,-2.33415430108756,0.0226943248782433,0.142605169477127,-3.66223807504687
"ENSG00000111897",-0.346900971341958,5.76526877941405,-2.30258381845334,0.0245183367340709,0.149207922152658,-3.66233075595581
"ENSG00000048471",-0.322253033805019,6.30834603487836,-2.339287388338,0.0224094390992063,0.141390913134458,-3.66330147025201
"ENSG00000153187",-0.191780808475603,9.57217488862815,-2.43333318109895,0.0177240834564098,0.12691717770881,-3.66355854614308
"ENSG00000187239",-0.233646182124517,8.68349670973276,-2.42967096294503,0.0178886772481029,0.127562190638304,-3.66408122531973
"ENSG00000066294",0.52233322523455,6.46616503308722,2.33334148237669,0.0227397303518582,0.142725865157746,-3.66758416814147
"ENSG00000110321",0.195044277823623,10.119282601496,2.42778925248141,0.0179737800918771,0.127919649155023,-3.67177101817279
"ENSG00000198815",-0.279806498528222,6.47593475286229,-2.34448054997649,0.0221244607107376,0.141306051526493,-3.67315444677764
"ENSG00000185947",0.295224887552341,6.49000084770446,2.33973385453252,0.0223848112881808,0.141390913134458,-3.67599817450001
"ENSG00000017260",0.364153601063027,6.11480633844294,2.30484810176063,0.0243833146959629,0.149091244066898,-3.67630147920674
"ENSG00000136141",-0.266087515389635,5.99732258140887,-2.3099424182093,0.0240819421653258,0.147579776059275,-3.67712126182239
"ENSG00000169247",0.585654226782388,6.11447025425411,2.29896283553324,0.0247356383182837,0.149566878532752,-3.67949924679761
"ENSG00000135913",0.309490899517108,5.61997035230606,2.27792488059265,0.0260322487208552,0.154156185903499,-3.68376073012961
"ENSG00000134030",0.60982237852517,4.94738512164358,2.22043983246647,0.029886546987785,0.164134987892593,-3.68401374771091
"ENSG00000118507",0.445956541733103,5.26193361542705,2.25028157327655,0.0278271632379444,0.159313327578708,-3.68427577702128
"ENSG00000135341",-0.318521452357239,5.52472886769703,-2.27918629703306,0.0259528431769373,0.154132839570173,-3.68739521406645
"ENSG00000158417",-0.26431428028404,7.9116967585969,-2.4019471962248,0.0191797793424617,0.132730187487524,-3.68931945275815
"ENSG00000170234",0.317355109806028,5.29529863439913,2.25238279118654,0.0276869907802672,0.159112579927105,-3.68989365333509
"ENSG00000008853",-0.418021803693425,5.54656939318861,-2.27870045203578,0.0259834014751485,0.154132839570173,-3.69053653176543
"ENSG00000137337",-0.321844684458476,6.27619994169712,-2.3285039849199,0.0230116358175652,0.143605259947417,-3.69080837643554
"ENSG00000099308",-0.257119606951909,7.42726023564147,-2.38496402422163,0.0200112638260622,0.135094628654754,-3.69152394874608
"ENSG00000075945",0.531290690220112,6.04721845379474,2.29234590070328,0.0251371451419091,0.150822870851455,-3.69206067420448
"ENSG00000119866",-0.568072928872974,5.81895989766625,-2.30189668411857,0.0245594423061386,0.149207922152658,-3.69220274635464
"ENSG00000153064",-0.467603453941856,7.70330231045614,-2.39217707604241,0.0196542621831888,0.133678427433224,-3.69228553354953
"ENSG00000103365",-0.3183955534457,6.49587176122372,-2.34199078089203,0.0222606836222149,0.141381066663213,-3.69561926591075
"ENSG00000117625",0.325844851066655,6.10373276206565,2.29761544300024,0.0248169324306423,0.149726077388859,-3.697035934104
"ENSG00000118579",-0.271851764162244,6.25227771511285,-2.31972169014297,0.023512661780944,0.145234672769368,-3.69804311099467
"ENSG00000105127",-0.416333503416435,5.10607174486891,-2.24885765001738,0.0279225088266226,0.159624163785351,-3.69814788484483
"ENSG00000198931",-0.367893772480387,5.16760071337826,-2.25337676662941,0.0276208999148439,0.158900383037033,-3.69858277005831
"ENSG00000213463",-0.411714109149448,4.92693589558834,-2.23524400740632,0.0288487197932535,0.161846930687441,-3.70056027275195
"ENSG00000154122",-0.462186000165504,5.17109567088908,-2.24011222797207,0.0285144444596068,0.161315361802635,-3.70589398992189
"ENSG00000175390",-0.280852764494496,7.20336553785302,-2.3710418597368,0.0207167381770239,0.137472338110142,-3.70704820469473
"ENSG00000213977",0.59161237456447,4.76506608359155,2.20015165424322,0.0313621018631714,0.167839617829625,-3.70959126461793
"ENSG00000159388",-0.308386378411919,7.58370367954649,-2.38338840491139,0.0200900137365345,0.135458409451287,-3.71012191735115
"ENSG00000012124",-0.701611610074376,5.85364809683192,-2.29335699136232,0.0250754222504081,0.150822870851455,-3.71023802780258
"ENSG00000083642",-0.242800471129401,6.58660167755328,-2.33018739752903,0.0229166887231367,0.143505885245573,-3.71609853346719
"ENSG00000106245",0.320763220913834,5.94569647416091,2.27996436288493,0.025903971223912,0.154132839570173,-3.72087185694963
"ENSG00000136286",-0.279472559649015,7.58377185103615,-2.37785105655062,0.0203689716626062,0.136607722669055,-3.72232029423914
"ENSG00000152127",0.374059006237837,6.84536645006543,2.32888479634559,0.0229901269169929,0.143605259947417,-3.72507284209323
"ENSG00000174780",-0.235961861656281,7.01444826251452,-2.35087154427011,0.0217781800926682,0.140156454912664,-3.72535885597598
"ENSG00000241837",-0.27324592995225,6.05283745340221,-2.29395186062749,0.0250391707094888,0.150822870851455,-3.73052586849756
"ENSG00000197045",-0.260778618582033,5.42759361024197,-2.2515918236807,0.0277396830142514,0.159247411023858,-3.73135710803804
"ENSG00000172243",0.362347322999415,5.74311774171666,2.26659733647056,0.026754995426702,0.156347679005084,-3.73356798247582
"ENSG00000167100",0.628462436486253,6.68246472418406,2.31062925198801,0.0240415638774278,0.147498243248003,-3.73646437883868
"ENSG00000072364",-0.204811613622078,7.28091974889839,-2.35484676591359,0.0215652344896405,0.13986594940424,-3.73937517225481
"ENSG00000010322",-0.378897150776062,5.2427568339256,-2.23442538306802,0.0289052682392047,0.161846930687441,-3.73937584600409
"ENSG00000207357",0.687707022191335,5.34122324237065,2.22358280045506,0.0296635071372264,0.163472899636529,-3.74100148684119
"ENSG00000167895",-0.46505941234681,4.91797964340648,-2.21757516978398,0.0300911205833091,0.164663878516032,-3.7410322719716
"ENSG00000166783",-0.259529052449681,8.05479231062701,-2.38078976417139,0.0202204992393668,0.136001580069222,-3.74263937980831
"ENSG00000104714",-0.365404259392137,6.83720028102783,-2.32909930442186,0.0229780189907815,0.143605259947417,-3.74511676261569
"ENSG00000272391",-0.361163165198488,4.77849750827436,-2.19929247267413,0.0314259776039753,0.168016414118212,-3.74567257032663
"ENSG00000140682",0.618380432139356,5.3161709061525,2.21359128419888,0.0303776676060057,0.164957329809008,-3.74984629584967
"ENSG00000021355",0.325115147014451,8.12445510125158,2.37119240095763,0.0207089926773253,0.137472338110142,-3.75401624481532
"ENSG00000225972",2.16800053348172,7.12961628751689,2.32610945694602,0.0231472931790924,0.144286559770819,-3.75634228948303
"ENSG00000133059",-0.333672668359192,5.27931249330211,-2.23005673231212,0.0292086970621785,0.162777714966346,-3.75786626905636
"ENSG00000112118",-0.271002303054623,6.20947988216081,-2.29250160273827,0.0251276314212459,0.150822870851455,-3.75991473576133
"ENSG00000166197",-0.252474211019689,7.15355465317343,-2.34329567913576,0.02218919584752,0.141381066663213,-3.76119805074005
"ENSG00000189091",-0.250517502832754,6.82360816564026,-2.32405796980662,0.0232640808623958,0.144564910571698,-3.7643944417925
"ENSG00000131018",-0.286370410428052,8.20522959437297,-2.37485296417896,0.0205214463147803,0.137013831656183,-3.76496837907939
"ENSG00000185697",-0.459750106426964,5.01345606658983,-2.20751693502026,0.0308191911034305,0.16624054765494,-3.76512075579902
"ENSG00000165682",0.528936501553671,6.7674478154703,2.30097314542435,0.024614786230005,0.149207922152658,-3.76614023602942
"ENSG00000090382",0.342913922141289,9.36318784055373,2.38560016222717,0.0199795476602819,0.135094628654754,-3.76849343300498
"ENSG00000184678",0.500790875042352,9.10342152900435,2.37956320724699,0.0202823507479486,0.136249379623704,-3.77307491548903
"ENSG00000130787",-0.476645212199325,4.95616597375663,-2.20675036977537,0.0308753087781026,0.16637851851939,-3.77344905358915
"ENSG00000148773",0.557466222084929,6.72559704939393,2.29791065876782,0.0247991005394435,0.149726077388859,-3.77580365925008
"ENSG00000152457",-0.388106349648528,5.27842534777671,-2.21914842234257,0.0299786182869607,0.164309368639197,-3.77715601919412
"ENSG00000100029",-0.390406799332237,5.60722553743051,-2.24722451453663,0.0280322178955646,0.15974845512033,-3.77756515604228
"ENSG00000155363",0.445844775061826,5.01264005597658,2.19297404135648,0.0318992380728983,0.16888926046759,-3.77838419279995
"ENSG00000110274",-0.333674595240264,5.18524251289808,-2.20994323611345,0.0306421599163773,0.165660010313983,-3.7833127469409
"ENSG00000096384",-0.240124054426644,9.53581527437452,-2.37751831248218,0.0203858440767148,0.136607722669055,-3.78532365604331
"ENSG00000198315",-0.380263357280653,4.87713691797613,-2.18513303330145,0.0324952260467816,0.170654191791523,-3.79273685392948
"ENSG00000130520",-0.349102360007922,6.03933129753901,-2.26182613205246,0.0270646883325324,0.156860023442166,-3.79343846823711
"ENSG00000153207",-0.262886707245123,6.431886175714,-2.28284666472553,0.0257236365145793,0.15366488128446,-3.79411598835316
"ENSG00000112695",0.392689494215033,4.8615070089184,2.17632170400754,0.0331765923643242,0.172962751388362,-3.79477843869688
"ENSG00000112294",-0.510408371775283,4.83819232864759,-2.18470755188144,0.0325278438695758,0.170654191791523,-3.79595695596238
"ENSG00000197381",-0.373542502572175,5.60584819701913,-2.22569480239367,0.0295144534704994,0.163243393408407,-3.79955930978635
"ENSG00000244398",-0.32103717831207,5.89046893547825,-2.2504034113451,0.0278190183422357,0.159313327578708,-3.80224568025602
"ENSG00000198843",0.442346086433816,4.87072905317031,2.160678914006,0.0344170808421731,0.176586947995106,-3.80257805540118
"ENSG00000112242",0.301361573211559,5.74174198175269,2.22197437962897,0.0297774646439373,0.163866290283,-3.80943127686125
"ENSG00000162402",-0.242853832501398,7.34412154485576,-2.325068376886,0.0232064948461019,0.144490267338929,-3.814353038873
"ENSG00000134265",0.457191761744093,5.49010022093715,2.20247656063268,0.0311898281102908,0.16724624364652,-3.8166374854716
"ENSG00000106615",0.402862866098408,6.70775439351536,2.27468303901548,0.0262373076720779,0.155033462253232,-3.81681464496052
"ENSG00000133606",-0.401685387102651,9.76983666572326,-2.36199513524855,0.0211869710314444,0.139098814394025,-3.81749521175334
"ENSG00000036054",0.268145224283114,5.96740428402291,2.23442229754534,0.0289054815636711,0.161846930687441,-3.81948630016297
"ENSG00000055163",-0.254910748449412,8.63354209001448,-2.35763105135331,0.0214171916532476,0.139403656065583,-3.81984924430407
"ENSG00000163877",-0.355224652985271,4.93987623945071,-2.1754496717948,0.0332447008193695,0.173107232804304,-3.81990869313413
"ENSG00000100368",0.598658448464861,5.28518947668236,2.18447303664699,0.0325458343009164,0.170654191791523,-3.82181755491624
"ENSG00000179820",-0.446722452510267,5.08563260780548,-2.17431674222816,0.033333368996574,0.173211759852749,-3.82612215262726
"ENSG00000043462",0.203174511135673,8.9916101557745,2.35591754777524,0.0215081925735099,0.139828917828737,-3.82794226924108
"ENSG00000182512",-0.586458216806617,6.83852845145831,-2.2928433042496,0.0251067639215208,0.150822870851455,-3.83033318788235
"ENSG00000167468",0.304516341480078,9.10834661279533,2.35352027832809,0.0216360850115649,0.140156454912664,-3.83191170678132
"ENSG00000119900",-0.236580077156757,7.27499557029025,-2.31117806749307,0.0240093427346861,0.147498243248003,-3.83388233779818
"ENSG00000197343",-0.267637390994252,5.97195100746806,-2.23470029846843,0.0288862669173202,0.161846930687441,-3.83525607585054
"ENSG00000205903",-0.430516930059593,4.84030571802057,-2.15605726266063,0.0347912588898046,0.177142783580986,-3.83533558250042
"ENSG00000090615",-0.253701161953625,7.22693523207194,-2.31094907198919,0.024022782476601,0.147498243248003,-3.83592197080736
"ENSG00000164631",-0.387010228768838,4.91169276773325,-2.16445910385079,0.0341136494723709,0.175662724315196,-3.83655590157397
"ENSG00000139725",-0.260256523781549,6.36382912362842,-2.25721821084598,0.0273667836467169,0.158106296190152,-3.8371974985908
"ENSG00000115310",0.306573532976549,6.54846547802389,2.25843311700109,0.0272868468036038,0.157811827373708,-3.83825552534909
"ENSG00000173221",0.367733560465344,6.53319775726364,2.26543976700585,0.0268298427497873,0.156347679005084,-3.83900713392708
"ENSG00000160685",0.314960840538325,6.88248519714655,2.28067938548349,0.0258591309592621,0.154132839570173,-3.83942029519202
"ENSG00000165030",0.445721298694934,5.27414142834976,2.17299298246847,0.0334372346295397,0.17332640748024,-3.84216644841525
"ENSG00000089048",-0.325783770740673,5.47113063448378,-2.20068415235885,0.0313225705905536,0.167792885523438,-3.84318619554309
"ENSG00000105176",-0.227892717361836,6.62275076321589,-2.27073225858002,0.0264891397581967,0.155509518752862,-3.84401004890159
"ENSG00000139597",0.473251803550024,4.99916367453222,2.14712452602151,0.0355245553251415,0.178622744701256,-3.84728089945299
"ENSG00000145431",0.541085571304925,5.03181453538872,2.14026630478835,0.0360966738640336,0.180251768296292,-3.85075721994381
"ENSG00000135926",0.403746269445421,6.74116699076615,2.25890950006196,0.0272555586669841,0.157798388541689,-3.8527781155007
